623.92,183.55,632.01,438.54
631.67,54.06,630.28,332.91
626.73,137.99,630.14,401.44
627.42,99.21,629.88,369.5
610.71,51.41,610.53,328.13
649.88,137.45,652.33,401.23
624.69,72.19,624.77,347.47
110.86,742.68,116.41,768.93
109.51,559.84,116.41,768.93
107.55,473.01,121.56,707.9
656.49,466.16,439.48,707.14
641.37,150.71,645.29,412.66
618.23,119.01,622.29,385.16
544.76,466.82,439.48,707.14
430.03,468.34,439.48,707.14
430.03,468.34,463.7,707
402.13,468.74,422.9,706.36
402.13,468.74,439.48,707.14
644.26,187.03,650.69,443.21
625.98,32.27,624.42,315.83
623.65,187.86,630.3,443.82
607.46,128.73,611.9,393.78
605.34,188.91,614.07,444.62
284,459.48,301.79,695.12
645.52,117.86,646.65,384.26
612.56,70.66,614.23,346.8
588.85,22.34,589.82,307.69
588.85,22.34,589.82,307.69
319.57,464.93,337.98,701.49
263.91,691.41,264.93,961.04
95.83,470.53,109.92,705.42
74.85,464.96,89.91,699.36
660.2,132.73,661.97,396.91
656.53,143.16,659.01,406.38
635.19,77.95,634.82,352.53
631.78,42.69,630.36,323.24
631.78,42.69,630.36,323.24
629.6,461.57,705.51,704.65
624.01,82.38,624.83,355.74
624.3,24.93,622.89,309.58
618.9,33.93,618.37,316.27
608.35,65.21,609.82,341.7
307.82,1024.1,439.48,707.14
274.3,1022.7,439.48,707.14
224.11,1021.5,439.48,707.14
176.65,1020.1,439.48,707.14
152.37,1019.2,439.48,707.14
103.36,466.09,118.37,700.8
89.16,484.27,101.8,719.3
69.95,461.13,85.31,695.67
650.86,29.93,645.98,313.86
629.59,461.43,705.51,704.65
608.31,65.2,609.82,341.7
604.08,93.04,607.15,364.07
75.32,472.39,89.38,707.76
651.32,142.63,653.95,405.48
647.06,185.6,653.05,441.99
638.66,32.21,635.89,315.42
620.75,50.46,620.74,329.4
605.62,112.87,610.18,380.37
605.54,89.53,608.52,361.06
585.38,188.88,594.72,444.14
585.38,188.88,594.72,444.14
392.68,470.23,413.08,708.06
392.68,470.23,413.08,708.06
98.91,479.18,112.45,713.96
75.11,481.03,88.1,716.41
714.54,965.45,541.58,42.47
646.27,143.17,649.37,405.29
635.12,967.21,541.58,42.47
624.38,610.72,665.07,872.04
450.64,933.55,60.15,1015
422.24,460.55,443.35,698.17
343.13,842.82,389.64,12.59
89.93,497.23,100.68,732.11
